SIRUTA;NIV;SIRSUP;TIP;DENLOC;ULT;MED;JUD;PREFIX;REGIUNE;CODP;FSJ;FS2;FS3;FSL;FICTIV
69063;2;154;3;VALEA LUNGA;0;3;15;0;3;137465;16;43002;;6728;0
69072;3;69063;22;VALEA LUNGA-CRICOV;1;3;15;0;3;137475;16;43002;1012884;6729;0
69081;3;69063;23;BACESTI;1;3;15;0;3;137466;16;43002;3000424;6730;0
69090;3;69063;23;IZVORU;1;3;15;0;3;137467;16;43002;3006314;6731;0
69107;3;69063;23;MOSIA MICA;1;3;15;0;3;137468;16;43002;3007721;6732;0
69116;3;69063;23;SERBANEASA;1;3;15;0;3;137469;16;43002;3010918;6733;0
69125;3;69063;23;STUBEIE TISA;1;3;15;0;3;137471;16;43002;3011617;6734;0
69134;3;69063;23;VALEA LUI DAN;1;3;15;0;3;137476;16;43002;3012861;6735;0
69143;3;69063;23;VALEA LUNGA GORGOTA;1;3;15;0;3;137472;16;43002;3012881;6736;0
69152;3;69063;23;VALEA LUNGA OGREA;1;3;15;0;3;137473;16;43002;3012882;6737;0
69161;3;69063;23;VALEA MARE;1;3;15;0;3;137485;16;43002;3012909;6738;0
69170;2;154;3;VALEA MARE;0;3;15;0;3;137485;16;43007;;6739;0
69189;3;69170;22;VALEA MARE;1;3;15;0;3;137485;16;43007;1012911;6740;0
69198;3;69170;23;FETENI;1;3;15;0;3;137486;16;43007;3004707;6741;0
69205;3;69170;23;GARLENI;1;3;15;0;3;137487;16;43007;3005093;6742;0
69214;3;69170;23;LIVEZILE;1;3;15;0;3;137488;16;43007;3006712;6743;0
69223;3;69170;23;SARU;1;3;15;0;3;176;16;43007;3010600;6744;0
69232;3;69170;23;STRATONESTI;1;3;15;0;3;137491;16;43007;3011586;6745;0
69241;3;69170;23;VALEA CASELOR;1;3;15;0;3;137492;16;43007;3012774;6746;0
69250;2;154;3;VACARESTI;0;3;15;0;3;0;16;42970;;6724;0
69269;3;69250;22;VACARESTI;1;3;15;0;3;137495;16;42970;1012621;6725;0
69278;3;69250;23;BRATESTII DE JOS;1;3;15;0;3;137496;16;42970;3001597;6726;0
69287;3;69250;23;BUNGETU;1;3;15;0;3;137497;16;42970;3001896;6727;0
69303;2;154;3;VALENI-DAMBOVITA;0;3;15;0;3;137500;16;43027;;6747;0
69312;3;69303;22;VALENI-DAMBOVITA;1;3;15;0;3;137500;16;43027;1013138;6748;0
69321;3;69303;23;MESTEACAN;1;3;15;0;3;137501;16;43027;3007394;6749;0
69330;2;154;3;VISINA;0;3;15;0;3;137515;16;43100;;6758;0
69349;3;69330;22;VISINA;1;3;15;0;3;137515;16;43100;1013432;6759;0
69358;3;69330;23;BROSTENI;1;3;15;0;3;137516;16;43100;3001685;6760;0
69367;3;69330;23;IZVORU;1;3;15;0;3;137517;16;43100;3006308;6761;0
69394;2;154;3;VISINESTI;0;3;15;0;3;137520;16;43103;;6762;0
69401;3;69394;22;VISINESTI;1;3;15;0;3;137520;16;43103;1013439;6763;0
69410;3;69394;23;DOSPINESTI;1;3;15;0;3;137521;16;43103;3004230;6764;0
69429;3;69394;23;SULTANU;1;3;15;0;3;137522;16;43103;3011683;6765;0
69438;3;69394;23;URSEIU;1;3;15;0;3;137523;16;43103;3012582;6766;0
69447;2;154;3;VARFURI;0;3;15;0;3;137505;16;43048;;6750;0
69456;3;69447;22;VARFURI;1;3;15;0;3;137505;16;43048;1013216;6751;0
69465;3;69447;23;CARLANESTI;1;3;15;0;3;137506;16;43048;3002287;6752;0
69474;3;69447;23;COJOIU;1;3;15;0;3;137507;16;43048;3003061;6753;0
69483;3;69447;23;MERISORU;1;3;15;0;3;137508;16;43048;3007385;6754;0
69492;3;69447;23;STATESTI;1;3;15;0;3;137509;16;43048;3011440;6755;0
69508;3;69447;23;SUVITA;1;3;15;0;3;137510;16;43048;3011754;6756;0
69517;3;69447;23;ULMETU;1;3;15;0;3;137511;16;43048;3012482;6757;0
179711;2;154;3;VLADENI;;3;15;0;3;137187;16;43111;;6767;0
67283;3;179711;22;VLADENI;1;3;15;0;3;137187;16;43111;1013472;6768;0
69526;2;154;3;VOINESTI;0;3;15;0;3;137525;16;43128;;6769;0
69535;3;69526;22;VOINESTI;1;3;15;0;3;137525;16;43128;1013532;6770;0
69544;3;69526;23;GEMENEA BRATULESTI;1;3;15;0;3;137526;16;43128;3005137;6771;0
69553;3;69526;23;IZVOARELE;1;3;15;0;3;137527;16;43128;3006289;6772;0
69562;3;69526;23;LUNCA;1;3;15;0;3;137528;16;43128;3006806;6773;0
69571;3;69526;23;MANGA;1;3;15;0;3;137529;16;43128;3007157;6774;0
69580;3;69526;23;MANJINA;1;3;15;0;3;137530;16;43128;3007165;6775;0
69599;3;69526;23;ONCESTI;1;3;15;0;3;137532;16;43128;3008285;6776;0
69606;3;69526;23;SUDULENI;1;3;15;0;3;137533;16;43128;3011663;6777;0
69615;2;154;3;VULCANA-BAI;0;3;15;0;3;137535;16;43142;;6778;0
69624;3;69615;22;VULCANA-BAI;1;3;15;0;3;137535;16;43142;1013585;6779;0
69633;3;69615;23;NICOLAESTI;1;3;15;0;3;137536;16;43142;3008029;6780;0
69642;3;69615;23;VULCANA DE SUS;1;3;15;0;3;137537;16;43142;3013584;6781;0
179640;2;154;3;VULCANA-PANDELE;;3;15;0;3;137540;16;43143;;6782;0
66063;3;179640;22;VULCANA-PANDELE;1;3;15;0;3;137540;16;43143;1013586;6783;0
66027;3;179640;23;GURA VULCANEI;1;3;15;0;3;137541;16;43143;3005654;6784;0
66036;3;179640;23;LACULETE-GARA;1;3;15;0;3;137542;16;43143;3006453;6785;0
66054;3;179640;23;TOCULESTI;1;3;15;0;3;137543;16;43143;3012177;6786;0
163;1;1;40;JUDETUL DOLJ;0;0;16;0;4;0;17;;;6787;0
69900;2;163;1;MUNICIPIUL CRAIOVA;0;1;16;0;4;0;17;11695;;6788;0
69919;3;69900;9;CRAIOVA;1;1;16;0;4;0;17;11695;1003510;6789;0
70058;3;69900;11;CERNELE;1;1;16;0;4;200794;17;11695;3002511;6794;0
70067;3;69900;11;CERNELELE DE SUS;1;1;16;0;4;1140;17;11695;3002513;6795;0
69928;3;69900;10;FACAI;1;1;16;0;4;200001;17;11695;2004530;6790;0
70076;3;69900;11;IZVORUL RECE;1;1;16;0;4;200801;17;11695;3006335;6796;0
69937;3;69900;10;MOFLENI;1;1;16;0;4;200002;17;11695;2007637;6791;0
69946;3;69900;10;POPOVENI;1;1;16;0;4;200003;17;11695;2009390;6792;0
70085;3;69900;11;ROVINE;1;1;16;0;4;200058;17;11695;3010133;6797;0
69955;3;69900;10;SIMNICU DE JOS;1;1;16;0;4;200004;17;11695;2011065;6793;0
70316;2;163;4;MUNICIPIUL BAILESTI;1;1;16;0;4;0;17;21672;;6798;0
70325;3;70316;9;BAILESTI;1;1;16;0;4;205100;17;21672;1000511;6799;0
70334;3;70316;10;BALASAN;1;1;16;0;4;205101;17;21672;2000560;6800;0
70352;2;163;4;MUNICIPIUL CALAFAT;0;1;16;0;4;0;17;21683;;6801;0
70361;3;70352;9;CALAFAT;1;1;16;0;4;205200;17;21683;1002031;6802;0
70370;3;70352;11;BASARABI;1;1;16;0;4;205201;17;21683;3000842;6803;0
70389;3;70352;11;CIUPERCENII VECHI;1;1;16;0;4;205202;17;21683;3002926;6804;0
70398;3;70352;11;GOLENTI;1;1;16;0;4;205203;17;21683;3005399;6805;0
70879;2;163;2;ORAS BECHET;0;1;16;0;4;0;17;31887;;6806;0
70888;3;70879;17;BECHET;1;1;16;0;4;207060;17;31887;1000898;6807;0
72007;2;163;2;ORAS DABULENI;0;1;16;0;4;0;17;31929;;6808;0
72016;3;72007;17;DABULENI;1;1;16;0;4;207220;17;31929;1003789;6809;0
72025;3;72007;19;CHIASU;1;1;16;0;4;207221;17;31929;3002613;6810;0
70414;2;163;2;ORAS FILIASI;0;1;16;0;4;0;17;31942;;6811;0
70423;3;70414;17;FILIASI;1;1;16;0;4;205300;17;31942;1004736;6812;0
70432;3;70414;19;ALMAJEL;1;1;16;0;4;205301;17;31942;3000150;6813;0
70441;3;70414;19;BALTA;1;1;16;0;4;205302;17;31942;3000619;6814;0
70450;3;70414;19;BRANISTE;1;1;16;0;4;205303;17;31942;3001562;6815;0
70469;3;70414;19;FRATOSTITA;1;1;16;0;4;205304;17;31942;3004878;6816;0
70478;3;70414;19;RACARII DE SUS;1;1;16;0;4;205305;17;31942;3009662;6817;0
70487;3;70414;19;USCACI;1;1;16;0;4;205306;17;31942;3012611;6818;0
70502;2;163;2;ORAS SEGARCEA;0;1;16;0;4;0;17;32029;;6819;0
70511;3;70502;17;SEGARCEA;1;1;16;0;4;205400;17;32029;1010876;6820;0
70520;2;163;3;AFUMATI;0;3;16;0;4;0;17;40015;;6821;0
70539;3;70520;22;AFUMATI;1;3;16;0;4;207005;17;40015;1000049;6822;0
70548;3;70520;23;BOURENI;1;3;16;0;4;207006;17;40015;3001471;6823;0
70557;3;70520;23;COVEI;1;3;16;0;4;207007;17;40015;3003461;6824;0
70566;2;163;3;ALMAJ;0;3;16;0;4;0;17;40043;;6825;0
70575;3;70566;22;ALMAJ;1;3;16;0;4;207010;17;40043;1000148;6826;0
70593;3;70566;23;BOGEA;1;3;16;0;4;207012;17;40043;3001273;6827;0
70619;3;70566;23;MOSNENI;1;3;16;0;4;207014;17;40043;3007727;6828;0
70628;3;70566;23;SITOAIA;1;3;16;0;4;207016;17;40043;3011134;6829;0
70637;2;163;3;AMARASTII DE JOS;0;3;16;0;4;0;17;40053;;6830;0
70646;3;70637;22;AMARASTII DE JOS;1;3;16;0;4;207020;17;40053;1000195;6831;0
70655;3;70637;23;OCOLNA;1;3;16;0;4;207021;17;40053;3008183;6832;0
70664;3;70637;23;PRAPOR;1;3;16;0;4;207022;17;40053;3009469;6833;0
70673;2;163;3;AMARASTII DE SUS;0;3;16;0;4;0;17;40054;;6834;0
70682;3;70673;22;AMARASTII DE SUS;1;3;16;0;4;207025;17;40054;1000196;6835;0
70717;3;70673;23;ZVORSCA;1;3;16;0;4;207028;17;40054;3013755;6836;0
70726;2;163;3;APELE VII;0;3;16;0;4;0;17;40068;;6837;0
70735;3;70726;22;APELE VII;1;3;16;0;4;207030;17;40068;1000249;6838;0
70744;2;163;3;ARGETOAIA;0;3;16;0;4;0;17;40079;;6839;0
70753;3;70744;22;ARGETOAIA;1;3;16;0;4;207035;17;40079;1000294;6840;0
70762;3;70744;23;BARANU;1;3;16;0;4;207036;17;40079;3000714;6841;0
70771;3;70744;23;BERBESU;1;3;16;0;4;207037;17;40079;3000971;6842;0
70780;3;70744;23;IORDACHESTI;1;3;16;0;4;207038;17;40079;3006202;6843;0
70799;3;70744;23;LEORDOASA;1;3;16;0;4;207039;17;40079;3006581;6844;0
70806;3;70744;23;MALUMNIC;1;3;16;0;4;207041;17;40079;3007092;6845;0
70815;3;70744;23;NOVAC;1;3;16;0;4;207042;17;40079;3008092;6846;0
70824;3;70744;23;PIRIA;1;3;16;0;4;207043;17;40079;3008911;6847;0
70833;3;70744;23;POIANA FANTANII;1;3;16;0;4;207044;17;40079;3009219;6848;0
70842;3;70744;23;SALCIA;1;3;16;0;4;207046;17;40079;3010335;6849;0
70851;3;70744;23;TEASCU DIN DEAL;1;3;16;0;4;207047;17;40079;3011970;6850;0
70860;3;70744;23;URSOAIA;1;3;16;0;4;207048;17;40079;3012595;6851;0
70897;2;163;3;BISTRET;0;3;16;0;4;0;17;40268;;6854;0
70904;3;70897;22;BISTRET;1;3;16;0;4;207065;17;40268;1001106;6855;0
70913;3;70897;23;BISTRETU NOU;1;3;16;0;4;207066;17;40268;3001108;6856;0
70922;3;70897;23;BRANDUSA;1;3;16;0;4;207067;17;40268;3001553;6857;0
70931;3;70897;23;PLOSCA;1;3;16;0;4;207068;17;40268;3009052;6858;0
70940;2;163;3;BARCA;0;3;16;0;4;0;17;40180;;6852;0
70959;3;70940;22;BARCA;1;3;16;0;4;207055;17;40180;1000752;6853;0
70968;2;163;3;BOTOSESTI-PAIA;0;3;16;0;4;0;17;40340;;6859;0
70977;3;70968;22;BOTOSESTI-PAIA;1;3;16;0;4;207070;17;40340;1001466;6860;0
70986;2;163;3;BRABOVA;0;3;16;0;4;0;17;40344;;6861;0
70995;3;70986;22;BRABOVA;1;3;16;0;4;207075;17;40344;1001493;6862;0
71000;3;70986;23;CARAIMAN;1;3;16;0;4;207076;17;40344;3002242;6863;0
71019;3;70986;23;MOSNA;1;3;16;0;4;207077;17;40344;3007722;6864;0
71028;3;70986;23;RACHITA DE JOS;1;3;16;0;4;207078;17;40344;3009678;6865;0
71037;3;70986;23;URDINITA;1;3;16;0;4;207079;17;40344;3012546;6866;0
71046;3;70986;23;VOITA;1;3;16;0;4;207081;17;40344;3013541;6867;0
71126;2;163;3;BRALOSTITA;0;3;16;0;4;0;17;40357;;6875;0
71135;3;71126;22;BRALOSTITA;1;3;16;0;4;207085;17;40357;1001545;6876;0
71144;3;71126;23;CIOCANELE;1;3;16;0;4;207086;17;40357;3002776;6877;0
71153;3;71126;23;RACOVITA;1;3;16;0;4;207087;17;40357;3009708;6878;0
71162;3;71126;23;SCHITU;1;3;16;0;4;207088;17;40357;3010771;6879;0
71171;3;71126;23;SFARCEA;1;3;16;0;4;207089;17;40357;3010970;6880;0
71180;3;71126;23;VALEA FANTANILOR;1;3;16;0;4;207091;17;40357;3012820;6881;0
71199;2;163;3;BRATOVOESTI;0;3;16;0;4;0;17;40374;;6882;0
71206;3;71199;22;BRATOVOESTI;1;3;16;0;4;207095;17;40374;1001610;6883;0
71215;3;71199;23;BADOSI;1;3;16;0;4;207096;17;40374;3000460;6884;0
71224;3;71199;23;GEOROCU MARE;1;3;16;0;4;207097;17;40374;3005152;6885;0
71233;3;71199;23;PRUNET;1;3;16;0;4;207098;17;40374;3009591;6886;0
71055;2;163;3;BRADESTI;0;3;16;0;4;0;17;40347;;6868;0
71064;3;71055;22;BRADESTI;1;3;16;0;4;207105;17;40347;1001508;6869;0
71073;3;71055;23;BRADESTII BATRANI;1;3;16;0;4;207106;17;40347;3001511;6870;0
71082;3;71055;23;METEU;1;3;16;0;4;207107;17;40347;3007409;6871;0
71091;3;71055;23;PISCANI;1;3;16;0;4;207108;17;40347;3008916;6872;0
71108;3;71055;23;RACARI;1;3;16;0;4;207109;17;40347;3009661;6873;0
71117;3;71055;23;TATOMIRESTI;1;3;16;0;4;207111;17;40347;3011939;6874;0
71260;2;163;3;BREASTA;0;3;16;0;4;0;17;40377;;6887;0
71279;3;71260;22;BREASTA;1;3;16;0;4;207115;17;40377;1001622;6888;0
71288;3;71260;23;COTU;1;3;16;0;4;207116;17;40377;3003437;6889;0
71297;3;71260;23;CROVNA;1;3;16;0;4;207117;17;40377;3003628;6890;0
71304;3;71260;23;FAGET;1;3;16;0;4;207118;17;40377;3004541;6891;0
71313;3;71260;23;OBEDIN;1;3;16;0;4;207119;17;40377;3008144;6892;0
71322;3;71260;23;ROSIENI;1;3;16;0;4;207121;17;40377;3010084;6893;0
71331;3;71260;23;VALEA LUNGULUI;1;3;16;0;4;207022;17;40377;3012885;6894;0
69964;2;163;3;BUCOVAT;0;3;16;0;4;0;17;40411;;6895;0
69973;3;69964;22;BUCOVAT;1;3;16;0;4;207125;17;40411;1001741;6896;0
69982;3;69964;23;CARLIGEI;1;3;16;0;4;207126;17;40411;3002292;6897;0
69991;3;69964;23;ITALIENI;1;3;16;0;4;207127;17;40411;3006237;6898;0
70003;3;69964;23;LEAMNA DE JOS;1;3;16;0;4;207128;17;40411;3006544;6899;0
70012;3;69964;23;LEAMNA DE SUS;1;3;16;0;4;207129;17;40411;3006545;6900;0
70021;3;69964;23;PALILULA;1;3;16;0;4;207131;17;40411;3008504;6901;0
70030;3;69964;23;SARBATOAREA;1;3;16;0;4;207132;17;40411;3010553;6902;0
71340;2;163;3;BULZESTI;0;3;16;0;4;0;17;40434;;6903;0
71359;3;71340;22;PREJOI;1;3;16;0;4;207142;17;40434;1009489;6904;0
71368;3;71340;23;BULZESTI;1;3;16;0;4;207135;17;40434;3001873;6905;0
71377;3;71340;23;FRATILA;1;3;16;0;4;207136;17;40434;3004876;6906;0
71386;3;71340;23;GURA RACULUI;1;3;16;0;4;307137;17;40434;3005626;6907;0
71395;3;71340;23;INFRATIREA;1;3;16;0;4;207138;17;40434;3006162;6908;0
71402;3;71340;23;PISCU LUNG;1;3;16;0;4;207139;17;40434;3008926;6909;0
71411;3;71340;23;POIENILE;1;3;16;0;4;207141;17;40434;3009293;6910;0
71420;3;71340;23;SALISTE;1;3;16;0;4;207143;17;40434;3010367;6911;0
71439;3;71340;23;SECULESTI;1;3;16;0;4;207144;17;40434;3010871;6912;0
71448;3;71340;23;STOICESTI;1;3;16;0;4;207146;17;40434;3011542;6913;0
71457;2;163;3;CALOPAR;0;3;16;0;4;0;17;40477;;6917;0
71466;3;71457;22;CALOPAR;1;3;16;0;4;207150;17;40477;1002102;6918;0
71475;3;71457;23;BELCINU;1;3;16;0;4;207152;17;40477;3000932;6920;0
71484;3;71457;23;BAZDANA;1;3;16;0;4;207151;17;40477;3000886;6919;0
71493;3;71457;23;PANAGHIA;1;3;16;0;4;207153;17;40477;3008531;6921;0
71509;3;71457;23;SALCUTA;1;3;16;0;4;207154;17;40477;3010354;6922;0
71518;2;163;3;CARAULA;0;3;16;0;4;0;17;40503;;6923;0
71527;3;71518;22;CARAULA;1;3;16;0;4;207155;17;40503;1002262;6924;0
71536;2;163;3;CARPEN;0;3;16;0;4;0;17;40513;;6929;0
71545;3;71536;22;CARPEN;1;3;16;0;4;207160;17;40513;1002310;6930;0
71554;3;71536;23;CLEANOV;1;3;16;0;4;207161;17;40513;3002955;6931;0
71563;3;71536;23;GEBLESTI;1;3;16;0;4;207162;17;40513;3005131;6932;0
71572;2;163;3;CASTRANOVA;0;3;16;0;4;0;17;40524;;6933;0
71581;3;71572;22;CASTRANOVA;1;3;16;0;4;207165;17;40524;1002366;6934;0
71590;3;71572;23;PUTURI;1;3;16;0;4;207166;17;40524;3009655;6935;0
74842;2;163;3;CATANE;;3;16;0;4;0;17;40527;;6936;0
73488;3;74842;22;CATANE;1;3;16;0;4;207431;17;40527;1002377;6937;0
73497;3;74842;23;CATANELE NOI;1;3;16;0;4;207432;17;40527;3002381;6938;0
71607;2;163;3;CALARASI;0;3;16;0;4;0;17;40466;;6914;0
71616;3;71607;22;CALARASI;1;3;16;0;4;207170;17;40466;1002038;6915;0
71625;3;71607;23;SARATA;1;3;16;0;4;207171;17;40466;3010534;6916;0
74859;2;163;3;CARCEA;;3;16;0;4;0;17;40507;;6925;0
71901;3;74859;22;CARCEA;1;3;16;0;4;207206;17;40507;1002273;6926;0
74867;2;163;3;CARNA;;3;16;0;4;0;17;40512;;6927;0
72668;3;74867;22;CARNA;1;3;16;0;4;207306;17;40512;1002305;6928;0
71634;2;163;3;CELARU;0;3;16;0;4;0;17;40544;;6939;0
71643;3;71634;22;CELARU;1;3;16;0;4;207175;17;40544;1002451;6940;0
71652;3;71634;23;GHIZDAVESTI;1;3;16;0;4;207176;17;40544;3005263;6941;0
71661;3;71634;23;MAROTINU DE JOS;1;3;16;0;4;207177;17;40544;3007253;6942;0
71670;3;71634;23;MAROTINU DE SUS;1;3;16;0;4;207178;17;40544;3007254;6943;0
71689;3;71634;23;SORENI;1;3;16;0;4;207179;17;40544;3011331;6944;0
71698;2;163;3;CERAT;0;3;16;0;4;0;17;40552;;6945;0
71705;3;71698;22;CERAT;1;3;16;0;4;207180;17;40552;1002472;6946;0
71714;3;71698;23;MALAICA;1;3;16;0;4;207181;17;40552;3007050;6947;0
71723;2;163;3;CERNATESTI;0;3;16;0;4;0;17;40560;;6948;0
71732;3;71723;22;CERNATESTI;1;3;16;0;4;207185;17;40560;1002507;6949;0
71741;3;71723;23;CORNITA;1;3;16;0;4;207186;17;40560;3003279;6950;0
71750;3;71723;23;RASNICU BATRAN;1;3;16;0;4;207187;17;40560;3009841;6951;0
71769;3;71723;23;RASNICU OGHIAN;1;3;16;0;4;207188;17;40560;3009842;6952;0
71778;3;71723;23;TIU;1;3;16;0;4;207189;17;40560;3012164;6953;0
71787;2;163;3;CETATE;0;3;16;0;4;0;17;40571;;6954;0
71796;3;71787;22;CETATE;1;3;16;0;4;207190;17;40571;1002539;6955;0
71803;3;71787;23;MORENI;1;3;16;0;4;207191;17;40571;3007704;6956;0
71812;2;163;3;CIOROIASI;0;3;16;0;4;0;17;40627;;6957;0
71821;3;71812;22;CIOROIASI;1;3;16;0;4;207195;17;40627;1002830;6958;0
71830;3;71812;23;CETATUIA;1;3;16;0;4;207196;17;40627;3002550;6959;0
71849;3;71812;23;CIOROIU NOU;1;3;16;0;4;207197;17;40627;3002833;6960;0
71858;2;163;3;CIUPERCENII NOI;0;3;16;0;4;0;17;40645;;6961;0
71867;3;71858;22;CIUPERCENII NOI;1;3;16;0;4;207200;17;40645;1002925;6962;0
71876;3;71858;23;SMARDAN;1;3;16;0;4;207201;17;40645;3011216;6963;0
71885;2;163;3;COSOVENI;0;3;16;0;4;0;17;40734;;6964;0
71894;3;71885;22;COSOVENI;1;3;16;0;4;207205;17;40734;1003361;6965;0
71910;2;163;3;COTOFENII DIN DOS;0;3;16;0;4;0;17;40751;;6966;0
71929;3;71910;22;COTOFENII DIN DOS;1;3;16;0;4;207210;17;40751;1003427;6967;0
71938;3;71910;23;MIHAITA;1;3;16;0;4;207211;17;40751;3007491;6968;0
71947;3;71910;23;POTMELTU;1;3;16;0;4;207212;17;40751;3009449;6969;0
74875;2;163;3;COTOFENII DIN FATA;;3;16;0;4;0;17;40752;;6970;0
70600;3;74875;22;COTOFENII DIN FATA;1;3;16;0;4;207013;17;40752;1003428;6971;0
70584;3;74875;23;BEHARCA;1;3;16;0;4;207011;17;40752;3000915;6972;0
71956;2;163;3;DANETI;0;3;16;0;4;0;17;40837;;6973;0
71965;3;71956;22;DANETI;1;3;16;0;4;207215;17;40837;1003857;6974;0
71974;3;71956;23;BRABETI;1;3;16;0;4;207216;17;40837;3001491;6975;0
71983;3;71956;23;BRANISTE;1;3;16;0;4;207217;17;40837;3001563;6976;0
71992;3;71956;23;LOCUSTENI;1;3;16;0;4;207218;17;40837;3006719;6977;0
72034;2;163;3;DESA;0;3;16;0;4;0;17;40861;;6978;0
72043;3;72034;22;DESA;1;3;16;0;4;207225;17;40861;1004036;6979;0
72052;2;163;3;DIOSTI;0;3;16;0;4;0;17;40873;;6980;0
72061;3;72052;22;DIOSTI;1;3;16;0;4;207230;17;40873;1004083;6981;0
72070;3;72052;23;CIOCANESTI;1;3;16;0;4;207231;17;40873;3002780;6982;0
72089;3;72052;23;RADOMIR;1;3;16;0;4;207232;17;40873;3009751;6983;0
72098;2;163;3;DOBRESTI;0;3;16;0;4;0;17;40882;;6984;0
72105;3;72098;22;DOBRESTI;1;3;16;0;4;207235;17;40882;1004121;6985;0
72114;3;72098;23;CACIULATESTI;1;3;16;0;4;207236;17;40882;3002001;6986;0
72123;3;72098;23;GEOROCEL;1;3;16;0;4;207237;17;40882;3005151;6987;0
72132;3;72098;23;MURTA;1;3;16;0;4;207238;17;40882;3007842;6988;0
72141;3;72098;23;TOCENI;1;3;16;0;4;207239;17;40882;3012172;6989;0
74883;2;163;3;DOBROTESTI;;3;16;0;4;0;17;40890;;6990;0
70691;3;74883;22;DOBROTESTI;1;3;16;0;4;207026;17;40890;1004150;6991;0
70708;3;74883;23;NISIPURI;1;3;16;0;4;207027;17;40890;3008067;6992;0
72150;2;163;3;DRAGOTESTI;0;3;16;0;4;0;17;40937;;6993;0
72169;3;72150;22;DRAGOTESTI;1;3;16;0;4;207240;17;40937;1004309;6994;0
72178;3;72150;23;BENESTI;1;3;16;0;4;207241;17;40937;3000958;6995;0
72187;3;72150;23;BOBEANU;1;3;16;0;4;207242;17;40937;3001178;6996;0
72196;3;72150;23;BUZDUC;1;3;16;0;4;207243;17;40937;3001980;6997;0
72203;3;72150;23;POPANZALESTI;1;3;16;0;4;207244;17;40937;3009344;6998;0
72212;3;72150;23;VIISOARA;1;3;16;0;4;207246;17;40937;3013385;6999;0
72221;2;163;3;DRANIC;0;3;16;0;4;0;17;40948;;7000;0
72230;3;72221;22;DRANIC;1;3;16;0;4;207250;17;40948;1004332;7001;0
72249;3;72221;23;BOOVENI;1;3;16;0;4;207251;17;40948;3001353;7002;0
72258;3;72221;23;FOISOR;1;3;16;0;4;207252;17;40948;3004827;7003;0
72267;3;72221;23;PADEA;1;3;16;0;4;207253;17;40948;3008430;7004;0
72276;2;163;3;FARCAS;0;3;16;0;4;0;17;40996;;7005;0
72285;3;72276;22;FARCAS;1;3;16;0;4;207255;17;40996;1004630;7006;0
72294;3;72276;23;AMARASTI;1;3;16;0;4;207256;17;40996;3000193;7007;0
72301;3;72276;23;GOLUMBELU;1;3;16;0;4;207257;17;40996;3005411;7008;0
72310;3;72276;23;GOLUMBU;1;3;16;0;4;207258;17;40996;3005412;7009;0
72347;3;72276;23;PLOPU AMARASTI;1;3;16;0;4;207262;17;40996;3009050;7010;0
72383;2;163;3;GALICEA MARE;0;3;16;0;4;0;17;41072;;7011;0
72392;3;72383;22;GALICEA MARE;1;3;16;0;4;207270;17;41072;1005017;7012;0
74891;2;163;3;GALICIUICA;;3;16;0;4;0;17;41073;;7013;0
72524;3;74891;22;GALICIUICA;1;3;16;0;4;207291;17;41073;1005018;7014;0
72409;2;163;3;GHERCESTI;0;3;16;0;4;0;17;41107;;7018;0
72418;3;72409;22;GHERCESTI;1;3;16;0;4;207280;17;41107;1005183;7019;0
72427;3;72409;23;GARLESTI;1;3;16;0;4;207281;17;41107;3005096;7020;0
72436;3;72409;23;LUNCSORU;1;3;16;0;4;207282;17;41107;3006882;7021;0
72445;3;72409;23;UNGURENI;1;3;16;0;4;207283;17;41107;3012509;7022;0
72454;3;72409;23;UNGURENII MICI;1;3;16;0;4;207284;17;41107;3012526;7023;0
74907;2;163;3;GHIDICI;;3;16;0;4;0;17;41113;;7024;0
73683;3;74907;22;GHIDICI;1;3;16;0;4;207456;17;41113;1005208;7025;0
74915;2;163;3;GHINDENI;;3;16;0;4;0;17;41122;;7026;0
73086;3;74915;22;GHINDENI;1;3;16;0;4;207366;17;41122;1005234;7027;0
72463;2;163;3;GIGHERA;0;3;16;0;4;0;17;41129;;7028;0
72472;3;72463;22;GIGHERA;1;3;16;0;4;207285;17;41129;1005272;7029;0
72481;3;72463;23;NEDEIA;1;3;16;0;4;207286;17;41129;3007927;7030;0
72490;3;72463;23;ZAVAL;1;3;16;0;4;207287;17;41129;3013672;7031;0
72506;2;163;3;GIUBEGA;0;3;16;0;4;0;17;41135;;7032;0
72515;3;72506;22;GIUBEGA;1;3;16;0;4;207290;17;41135;1005284;7033;0
72533;2;163;3;GIURGITA;0;3;16;0;4;0;17;41139;;7034;0
72542;3;72533;22;GIURGITA;1;3;16;0;4;207295;17;41139;1005311;7035;0
72551;3;72533;23;CURMATURA;1;3;16;0;4;207296;17;41139;3003729;7036;0
72560;3;72533;23;FILARET;1;3;16;0;4;207297;17;41139;3004727;7037;0
72579;2;163;3;GANGIOVA;0;3;16;0;4;0;17;41077;;7015;0
72588;3;72579;22;GANGIOVA;1;3;16;0;4;207275;17;41077;1005044;7016;0
72597;3;72579;23;COMOSTENI;1;3;16;0;4;207276;17;41077;3003146;7017;0
72604;2;163;3;GOGOSU;0;3;16;0;4;0;17;41155;;7038;0
72613;3;72604;22;GOGOSU;1;3;16;0;4;207300;17;41155;1005384;7039;0
72622;3;72604;23;GOGOSITA;1;3;16;0;4;207301;17;41155;3005383;7040;0
72631;3;72604;23;STEFANEL;1;3;16;0;4;207302;17;41155;3011462;7041;0
